Species Family,Species,ID,Date,Time,User,City,District,Place,Altitude,Latitude,Longitude,Description,weather
細蟌科,蔚藍細蟌,3170,2012-07-15,12:29:00,江上飄,台南市,歸仁區,沙崙火車站,6,23.066632264770827,120.28773956000805,
細蟌科,蔚藍細蟌,7832,2012-07-15,13:00:00,yangda,台南市,歸仁區,高鐵臺南站旁沙崙車站前大荷花水池,,,,
細蟌科,蔚藍細蟌,3167,2012-07-14,13:43:00,江上飄,屏東縣,枋山鄉,台1線449水池,11,22.310358858912622,120.63971042633056,
細蟌科,蔚藍細蟌,7822,2012-07-14,15:00:00,yangda,屏東縣,枋山鄉,台一線449 水池 (南和路),,,,
細蟌科,蔚藍細蟌,20431,2012-06-10,14:10:00,skink,新竹縣,關西鎮,壽桃橋,218,24.769766385811515,121.22445240617708,
細蟌科,蔚藍細蟌,3080,2012-04-18,09:49:10,江上飄,宜蘭縣,頭城鎮,龜山島（龜尾湖）,4,24.842000891863513,121.94219112412611,
細蟌科,蔚藍細蟌,6841,2012-04-18,11:00:00,yangda,宜蘭縣,頭城鎮,龜山島,10,24.841969995923964,121.94300651550293,
細蟌科,蔚藍細蟌,20097,2012-03-23,09:18:00,skink,新竹縣,竹北市,義民大橋,23,24.84756346828837,121.02219048902043,
細蟌科,蔚藍細蟌,3038,2012-03-12,14:00:00,江上飄,屏東縣,牡丹鄉,茄芝萊山下池塘,497,22.14238002807584,120.76444186270237,
細蟌科,蔚藍細蟌,6111,2012-03-12,12:00:00,fusowshu,屏東縣,牡丹鄉,茄芝萊山下方池塘,106,22.128740031585316,120.77322006225586,
細蟌科,蔚藍細蟌,7439,2011-10-16,11:00:00,wen3020,宜蘭縣,頭城鎮,龜山島,10,24.841969995923964,121.94300651550293,
細蟌科,蔚藍細蟌,1431,2011-09-28,14:00:00,neo,宜蘭縣,礁溪鄉,大竹圍,5,24.8284166074402,121.79374694824219,
細蟌科,蔚藍細蟌,1546,2011-08-27,15:00:00,skink,金門縣,金沙鎮,何斗里斗門溪,10,24.47437683451455,118.40746879577637,
細蟌科,蔚藍細蟌,4743,2011-06-21,14:00:00,ysc3679,台中市,大甲區,建興,,,,
細蟌科,蔚藍細蟌,1762,2011-06-08,10:00:00,skink,宜蘭縣,頭城鎮,龜山島,10,24.841969995923964,121.94300651550293,
細蟌科,蔚藍細蟌,6842,2011-06-08,11:00:00,yangda,宜蘭縣,頭城鎮,龜山島,12,24.842047884672642,121.94313526153564,
細蟌科,蔚藍細蟌,2509,2010-11-10,10:05:00,江上飄,宜蘭縣,頭城鎮,龜山島（龜尾湖）,4,24.842000891863513,121.94219112412611,
細蟌科,蔚藍細蟌,6843,2010-11-10,11:00:00,yangda,宜蘭縣,頭城鎮,龜山島,12,24.84232049490692,121.94324254989624,
細蟌科,蔚藍細蟌,2218,2010-06-23,05:42:00,江上飄,台東縣,綠島鄉,綠島,1,22.648133218154463,121.50146487168968,
細蟌科,蔚藍細蟌,1439,2009-11-24,14:00:00,江上飄,新北市,樹林區,鹿角溪濕地,10,24.973142900622814,121.4252758026123,
細蟌科,蔚藍細蟌,1281,2009-10-18,08:55:00,江上飄,宜蘭縣,頭城鎮,龜山島（龜尾湖）,3,24.842156149310078,121.94028868667374,
細蟌科,蔚藍細蟌,1121,2009-08-28,05:34:00,江上飄,新北市,樹林區,鹿角溪濕地,18,24.970533260882955,121.42155647386971,
細蟌科,蔚藍細蟌,1112,2009-08-23,06:30:00,江上飄,台中市,大甲區,大甲苗圃,7,24.41826717563,120.61464786529541,
細蟌科,蔚藍細蟌,13918,2009-06-23,10:30:00,Leo,台南市,東區,巴克禮紀念公園,23,22.972149853361834,120.22359715857851,
細蟌科,蔚藍細蟌,8351,2009-06-21,11:00:00,sibia_tsai,彰化縣,線西鄉,肉粽角,5,24.124360769963168,120.40511470288038,
細蟌科,蔚藍細蟌,776,2008-12-12,10:17:00,天空遊民,新竹縣,竹北市,新月砂灣,6,24.86862455686226,120.94616889953613,
細蟌科,蔚藍細蟌,8319,2008-10-25,10:00:00,sibia_tsai,宜蘭縣,頭城鎮,龜山島,11,24.84217348605959,121.94315772765549,
細蟌科,蔚藍細蟌,14000,2008-07-03,11:00:00,Leo,台南市,東區,巴克禮紀念公園,23,22.972149853361834,120.22359715857851,
細蟌科,蔚藍細蟌,6837,2008-06-26,10:00:00,yangda,宜蘭縣,頭城鎮,龜山島,17,24.841814218279563,121.94340348243713,
細蟌科,蔚藍細蟌,6836,2007-06-13,09:35:00,yangda,宜蘭縣,頭城鎮,龜山島,15,24.841946872692265,121.94337666034698,
細蟌科,蔚藍細蟌,6834,2006-08-19,10:00:00,yangda,宜蘭縣,頭城鎮,龜山島,16,24.841853162709064,121.94334983825684,
細蟌科,蔚藍細蟌,46977,2006-08-13,10:10:00,fisher1952,台中市,烏日區,大肚溪橋下,0,,,
細蟌科,蔚藍細蟌,8946,2004-10-03,10:30:00,mhtsou,台中市,大甲區,大安溪出海口北岸,14,24.408583872921366,120.60705184936523,
細蟌科,蔚藍細蟌,8893,2004-09-18,09:50:00,mhtsou,屏東縣,恆春鎮,墾丁森林遊樂區,242,21.964380149679904,120.81262707710266,
細蟌科,蔚藍細蟌,4626,2004-08-23,11:00:00,waiting,台中市,大甲區,大甲苗圃附近海岸線,5,24.421127816117593,120.61220169067383,
細蟌科,蔚藍細蟌,2581,2003-08-15,06:13:00,mhtsou,澎湖縣,望安鄉,岩川,27,23.36999258703044,119.4979476928711,
細蟌科,蔚藍細蟌,2582,2003-08-15,09:19:00,mhtsou,澎湖縣,西嶼鄉,二崁村,33,23.60378994929433,119.51627254486084,
細蟌科,蔚藍細蟌,2584,2003-08-15,16:05:00,mhtsou,澎湖縣,馬公市,大城北,13,23.582788779292667,119.57210540771484,
細蟌科,蔚藍細蟌,59824,2003-08-10,12:00:00,skink,彰化縣,線西鄉,彰濱工業區線西區肉粽角,5,24.123098597109703,120.40363311767577,
細蟌科,蔚藍細蟌,4736,2002-10-13,14:00:00,waiting,彰化縣,線西鄉,彰濱工業區,5,24.1241952831143,120.40509223937988,
細蟌科,蔚藍細蟌,4735,2002-09-09,11:30:00,waiting,彰化縣,線西鄉,彰濱工業區,4,24.124586954409214,120.40698051452637,
