Species Family,Species,ID,Date,Time,User,City,District,Place,Altitude,Latitude,Longitude,Description,weather
細蟌科,葦笛細蟌,80727,08:30:00,2021-06-30,kss5802,桃園市,大溪區,康安里,99,24.863786664832123,121.2684416770935,
細蟌科,葦笛細蟌,79889,07:00:00,2021-06-19,kss5802,桃園市,龍潭區,德龍國小旁生態池,229,24.883643204263294,121.1896812915802,
Species Family,Species,ID,Time,Date,User,City,District,Place,Altitude,Latitude,Longitude,Description
細蟌科,葦笛細蟌,79889,07:00:00,2021-06-19,kss5802,桃園市,龍潭區,德龍國小旁生態池,229,24.883643204263294,121.1896812915802,
細蟌科,葦笛細蟌,79807,11:36:00,2021-06-15,skink,台北市,文山區,臺北市立動物園熱帶雨林館,44,24.996341493750894,121.5824693441391,
細蟌科,葦笛細蟌,79612,11:30:00,2021-06-13,skink,台北市,文山區,臺北市立動物園鳥園水池,75,24.99545661410279,121.59054413437843,
細蟌科,葦笛細蟌,79241,10:00:00,2021-06-09,bikupeter,桃園市,桃園區,桃園1-4號生態埤塘,108,24.980845455025655,121.29000663757324,
細蟌科,葦笛細蟌,79562,08:10:00,2021-06-04,skink,新竹縣,關西鎮,渡船頭,126,24.78504138570657,121.17604285480411,
細蟌科,葦笛細蟌,79578,08:15:00,2021-06-04,skink,新竹縣,關西鎮,渡船頭,126,24.78504138570657,121.17604285480411,
細蟌科,葦笛細蟌,79326,08:11:00,2021-06-03,skink,新竹縣,關西鎮,天城橋,141,24.763140960313716,121.17379188537596,
細蟌科,葦笛細蟌,79032,07:55:00,2021-05-22,skink,新竹縣,關西鎮,渡船頭,126,24.78504138570657,121.17604285480411,
細蟌科,葦笛細蟌,78847,07:41:00,2021-05-20,skink,新竹縣,關西鎮,天城橋,141,24.763140960313716,121.17379188537596,
細蟌科,葦笛細蟌,77897,11:06:00,2021-05-11,chiuchu29,宜蘭縣,員山鄉,望龍埤,83,24.77666252097785,121.70010566711427,
細蟌科,葦笛細蟌,77758,11:00:00,2021-05-10,neo,宜蘭縣,員山鄉,福山植物園,671,24.75945832056498,121.58423423767088,
細蟌科,葦笛細蟌,78445,08:45:00,2021-05-06,skink,新竹縣,關西鎮,天城橋,141,24.763140960313716,121.17379188537596,
細蟌科,葦笛細蟌,77273,11:05:00,2021-04-24,skink,新北市,烏來區,福山植物園哈盆溪,676,24.764699716737812,121.58621907234192,
細蟌科,葦笛細蟌,78143,08:05:00,2021-04-21,skink,新竹縣,關西鎮,天城橋,141,24.763140960313716,121.17379188537596,
